Yorum,Duygu
RTX 4060 ekran kartý bu fiyata çok iyi  ram 8x2 ama 64 desteði çok iyi  çok hafif ve ince çerceve  ssd idare eder ama ikinci bir slot var çok iyi  tek eksisi benim aldýðým üründe sorun olabilir bu nedenle Oyun oynarken CPU aþýrý ýsýnýyor  GPU da böyle bir sorun yok  klavye ingilizce  türkçe olsaydý çok daha iyi olurdu  Ram ve ssd ekledim  ýsýnma sorunu ve mavi ekran hatasý devam ediyor  ürünü iade edebileceðimi belirtti hepsi burada klavyede ssd ve ram aldým bu bilgisayar için o nedenle onarýlmasýný istedim  CPU sorunu olmasa fiyat performans kapsamýnda on numara bilgisayar  onarýmdan sonra yorumumu güncelleyeceðim  sorun düzelirse 5 yýldýz vereceðim,0
Ürün elime çok hýzlý ulaþtý ancak  Ürün herhangi bir oyuna girer girmez inanýlmaz bir fan sesi ile karþýlýyor sizi takýntýsý olana gelmez  En üst grafiklerde valorantta 200-260 fps verdi bana garip geldi ben 1660ti kullanýrkende ayný fpsi alýyordum   Tuþ renkleri tek renk olarak drðiþiyor ama çok gücsüz  Ayrýca bilgisayarýn malzeme kalitesi oldukca kalitesiz eski casperler gibi oldukca alt seviye öalzeme kullanýlmýþ  Bataryasý sýfýr laptop gibi gelmedi bana normal internet dolaþýmýnda oyunsuz 50 dk civarý gidiyor son nesil laptopa göre bana çok az geldi ,0
Ürün yaklaþýk bir buçuk aydýr elimde  Ve size þunu söyleyebilirim aþýrý derece ýsýnma sýkýntýsý var  Öyle ki yarým saat rdr2 gibi bir oyunu oynadýktan sonra bilgisayar mavi ekran verip kendini korumaya alýp kapatýyor  Ýþlemci aþýrý ýsýnýyor  Ben almanýzý tavsiye etmem þimdi garantiye yollayacaðým ve 23 gün bilgisayarsýz kalacaðým ,0
RTX 4060 ekran kartý bu fiyata çok iyi  ram 8x2 ama 64 desteði çok iyi  çok hafif ve ince çerceve  ssd idare eder ama ikinci bir slot var çok iyi  tek eksisi benim aldýðým üründe sorun olabilir bu nedenle Oyun oynarken CPU aþýrý ýsýnýyor  GPU da böyle bir sorun yok  klavye ingilizce  türkçe olsaydý çok daha iyi olurdu  Ram ve ssd ekledim  ýsýnma sorunu ve mavi ekran hatasý devam ediyor  ürünü iade edebileceðimi belirtti hepsi burada klavyede ssd ve ram aldým bu bilgisayar için o nedenle onarýlmasýný istedim  CPU sorunu olmasa fiyat performans kapsamýnda on numara bilgisayar  onarýmdan sonra yorumumu güncelleyeceðim  sorun düzelirse 5 yýldýz vereceðim,0
Ürün elime çok hýzlý ulaþtý ancak  Ürün herhangi bir oyuna girer girmez inanýlmaz bir fan sesi ile karþýlýyor sizi takýntýsý olana gelmez  En üst grafiklerde valorantta 200-260 fps verdi bana garip geldi ben 1660ti kullanýrkende ayný fpsi alýyordum   Tuþ renkleri tek renk olarak drðiþiyor ama çok gücsüz  Ayrýca bilgisayarýn malzeme kalitesi oldukca kalitesiz eski casperler gibi oldukca alt seviye öalzeme kullanýlmýþ  Bataryasý sýfýr laptop gibi gelmedi bana normal internet dolaþýmýnda oyunsuz 50 dk civarý gidiyor son nesil laptopa göre bana çok az geldi ,0
Çok piþman oldum aldýðýma kendi sitesinde bu model klavye rengi deðiþtirilebilir diyor ama aslýnda sadece kýrmýzý renk var msi'ýn dragon center programýný açtýðýmda ise bu sistem desteklemiyor yazýyor yani klavye rengi deðiþtiriliyor hiçbir þekilde  Ve ekran tipi TN yani IPS ekran tipleri gibi renkler canlý deðil sýrf 1ms fark için deðer mi IPS kullanmamaya  IPS kat kat daha iyi sýrf bu yüzden laptopu kullanmýyorum artýk  Dava edebilsem ederdim ama edemiyorum maalesef bir daha asla msi ürünü almayacaðým resmen kazýkladýlar beni klavye hakkýnda yanýltýcý bilgi verdiler ve ekran tipini TN yapmýþlar bunlarý kabul edemem ,0
Msi beni hayal kýrýklýðýna uðrattý  Bilgisayarý bir ay önce aldým  Kendi hoparlörlerini görmediði için servise gönderdim ve anakartýn deðiþmesi gerektiði söylendi  Deðiþim zamaným olmadýðý için iade edip hemen tekrar aldým  Baþka firma baþka seri numarasý  Sonuç ayný sorun  Kendi hoparlörlerini buda görmüyor  Msi benim için bitmiþtir  Yarýn iade ediyorum ,0
hepsiburadnýn bu yazdýklarýmda hiç bir kabahati yok peþin söylüyorum yorumumu silmesinler ürünü aldýk geldi cihaz güzel gözüküyor ama nezman iþletim sistemi kurmaya baþladýk bütün sorunlar patlak verdi bir sürü araþtýrma sonucu aletin içindeki donanýmlarýn resmi ACER sitesindeki driverler ile uyumlu ama bu driverler in ise sadece window 10 ile çalýþtýðý bilgisini bizzat acer servisinden aldým ses kayýtlarý mevcur 10 pro kurucam diyorum internetten resmi olmaya sürücü bulacaksýn dediler dedim güvenlik ne olucak o bizi ilgilendirmez dediler yani alýcaklar sadece windows 10 ya da 3 parti driver ile 10 pro yu kullanýr iade sebebim bu,0
Ürünü açar açmaz windows yükledim bütün sürücüleri yükledim satýcý hepsiburada olmasýna raðmen donanýmsal arýzalý cihazý bana yollamýþlar iadeye yolladým…,0
Ürün geldiðinden bu yana çalýþmýyor ve aþýrý ýsýnýyor bu durumun giderilmesi için Bi kaç yeri aradým ama sonuç alamadým yenisi ile deðiþtirilmesini istiyorum,0
Ürünün ekraný sorunlu çýktý ýþýk sýzmasý var ekranda,0
deðerlendirme 1 yýldýz vermemin nedenini açýklayacaðým bilgisayar 27 06 23 tarihinde elime ulaþtý bilgisayarý açtým otomatik kuruluma geçti kurulum bitti bilgisayar mavi ekran verdi teknik servisle irtibata geçtim telefondan yönergeleri uyguladým sonuç ssd bozuk çýktý þuan deðiþim talebinde bulundum satýcý deðerlendirmesini deðiþim sürecinde sonuca göre deðerlendirme yapacaðým arkadaþlar ilgilenen kiþiler buradan bir fikir edine bilir ürün hakkýnda,0
vizyon bilgisayar satýcýsýndan hiç memnun kalmadým,0
Fiyatýna göre iyi sayýlýr,0
Hepsiburada yetkilileri  þu depolarýnýzda laptop kolileyen personeli artýk uyarýn lütfen    Laptopu dayanýksýz korunaksýz kolilere koruma koymaksýzýn göndermek hepsiburada kurumsal kimliðine ihanet etmekten baþka birþey deðildir  Kutular özensiz ve uyarýsýz olunca Hepsijet personeli de kutu içinde deterjan var diye özensiz taþýyýp getiriyor  Laptopu paketleyen arkadaþý kýnýyorum ,0
Ürün bozuk çýktý  Startup nsh hatasý veriyor  Laptop baþlamýyor ,0
iþlemci stabil hýzý 1 8ghz bunun üzerinde bir iþlem yapýldýðýnda fan uçak motoru gibi çalýþýyor  Sessiz ortamda çok rahatsýz edici  Ayrýca ince kasa olduðundan ethernet portu yok  Ýhtiyacý olanlar dikkat ederek alsýn  Hafif cihaz  Batarya uzun gidiyor iþlemciyi 1 8ghz de kullandýðýnýz müddetçe  Klavye tuþ dizilimi güzel  enter ve shift tuþu büyük  noktalý virgül enter yanýnda ,0
ekran çok kötü  hoparlörden çýkan ses neredeyse yok gibi   bana gelen mi böyle bilmiyorum ama sanýrým iade edicem  ,0
Fiyata göre normal bir cihaz  ,0
Genel olarak fena deðil ancak ekranýn görüntü kalitesi pek iyi deðil  Ayrýca ekran boyutu laptop üstündeki etikette 15'' yazýnca ölçtüm ve gerçekten 15 6'' olduðunu gördüm ,0
Üründe mavi ekran sýkýntýsý var  Kullanýrken kendini resetliyor ,0
Fena deðil  iþlemcisinden bayaðý memnun kaldým  hýzlý bir bilgisayar  Fiyat performans ürünü,0
Çok beðenmedim  Iki tarayýcý penceresi açýkken yanýnda bir de PDF dosyasý okuyorsanýz linux mint de bile kasýlýyor  Fiyat performans acisinda tabii bu kadar ucuza pek fazla performans da beklememek lazým denebilir  Bataryasý iyi ve sessiz bir bilgisayar  Klavye ýþýklandýrmasý yok,0
Ürünü ofis kullanýmý için aldým fiyatina göre hýzý gayet iyi üzerinde ethernet modülü yok Ekran görüntüsü düþük seviyede,0
Ofis için aldým gayet kullanýþlý hýzý iyi ethernet modülü yok üzerinde ve ekran kalitesi düþük,0
Ýdare eder bir ürün fiyat performans ürünü ekran ve görüntü kalitesini çok beðenmedim geriye kalan þeylere fiyatýna göre idare eder usb giriþlerinden biri sýkýntýlý þekilde geldi kasasý sade ve güzel duruyor ama çok saðlam olduðunu sanmam plastik ayrýca çok iz tutuyor pelinizi sürdüðünüz an leke kalýyor heryerinde onun harici idare eder bir ürün günlük kullaným ev ofis için alýnabilir,0
Orta sekment bir bilgisayar hýzý gayet iyi ekran görüntüsü düþük seviyede,0
Arkadaþlar bilgisayar 3 saat video izliyorsun ýsýnýyor birde surekli güncelleme istiyor anlamadým niye baþka bir sorun yaþamadým þimdilik,0
Ürünün ekranýnda ölü piksel var ve iade talebi istedim bunu iþletim sistemi kurulduðu için yapamayýz dediller  Ben servise göndererek ay beklemek zorundamýyým sizden bir daha ürün alýnmayacaðýný anladým  Ýþletim sistemi kurulmadan siyah ekrandaki siyah ölü pikseli bilmemi isteyen Hepsiburadayý tebrik ederim   ,0
Ürünü sipariþ verdim elime geçmeden indirim yaptýlar  Bn daha pahalýya geldi  Bide kargo geç geldi  Genel bilgisayar iyi deðil  Klavyenin üstüne bastýrýnca Kasa çöküyor  Yani tamam uygun fiyatlý laptop yapýyorsunuz ama bukadar da olmaz  Üstüne bikaç bin TL daha katýp piþman olmayacaðýnýz bi bilgisayar alýn derim  Ram yükseltmekle felan uðraþmazsýnýz  Daya yazacaðým çok þey var fakat yorumumu onaylamýyorlar ,0
Ýstediðim ölçüde ihtiyaçlarýma malesef cevap vermedi  Ýt alanýnda kullandýðým iþlemlerde  Bi yandan zoom açýkken  Bi yandan program üzerinde çalýþýrken donmadan yaparak pc kapanýyor  Lenovo kalitesinde bir üründen böyle kötü performans beklemezdim  Fiyatý hesabýnýza gelirse alýn ama çok yüksek performans beklemeyin,0
Laptopun özelliklerinde ekran büyüklüðü 15 6 inch olarak belirtiliyor Laptopun ekraný 15 inch  Sipariþ verirken 15 6 inch ekran diye sipariþ verdik 15 inch ekran geldi Ýnsanlarý yanýltýcý özelik belirtmeyin lütfen ,0
Laptop güzel fakat kullanma kluvuzu yoktu içinde ne yapabiliriz,0
Ürün freedos þeklinde geliyor  Hiçbir þekilde windows yükleyemiyorsunuz çünkü anakart sürücüyü tanýmýyor ve servisin biosu yazdýrmasý gerekiyor  Çok saçma  Madem böyle bir durum var  windows yüklü olarak satýlmalý  Ürün hýzlý ve saðlam geldi  Hediye eðitim ile ilgili birþey çýkmadý ,0
Hoparlörü patlak geldi  þarjý hemen bitiyor  Pek memnun kalmadým açýkçasý  Paraya biraz daha kýyýp  her zaman daha iyisini almak lazým   bunu bir kez daha anladým ,0
Ürünün ekraný açýlmadý  Ekran belli bir yere kadar geliyor sonrasýnda donaným hatasý verilip kapanýyor  Mecburen iade ettim  Harcadýðým zaman yazýk,0
Ýade etme sürem geçti sanirim  Çok çok kullanma þansým oldu keþke iade edebilsem diyeceðim bir laptop piþmanlýk seviyesidir bu laptop ,0
Ürün yaklaþýk 3 aydýr kullanýyorum yüksek seslerde cýzýrtý için servise gönderdim onun haricinde iþlemci çok hýzlý  batarya oyunlarda hýzlý gidiyor  iþ okul için bu fiyat segmentlerinde alincak en iyi laptoplardan Görüntü kalitesi olarak iyi ama ekran ips panel olsaydý çok daha iyi olurdu,0
Görüntü kalitesinin bu kadar düþük oldugunu bilseydim almazdým ??oyun için alýnmaz gündelik iþler için kullanýlabilir,0
Arýzalý çýktý  Deðiþim talebi oluþturdum  Ýade aldýlar  Boþa zaman kaybý oldu ,0
Hýzý iyi ofis için ideal ama ekran görüntüsü vasat,0
Bilgisayar kapatýyorum sonra kendi kendine açýlýyor  bazen kendiliðinden kapanýyor,0
Ürünü aldýktan sonra 2 kez kullanmama raðmen ürün þimdi açýlmýyor,0
Batarya rezalet hemen bitiyor zaten soket yeri oyuncak gibi  hýz desen çok yavaþ güya 8 gb ram var  Plastik her tarafý hem de en ucuzundan  Ekran ince deðil sadece öle görünüyor saf plastik hemde yarým açýlýyor  Klavyesi kullanýþlý deðil  Sadece piyasaya göre bin tl ucuzdu aldýk ama piþman olduk almayýn önermem,0
1 ay içinde açma tuþu bozuldu ve fanlarý her zaman son kapasitede çalýþýyor  mecburen garantiye yollayacaðým ,0
Yüksek fiyattan satýlýp fiyat indiriliyor nurdan almaya kesinlikle deðmez,0
Açýlmayan bozuk bilgisayar göndermiþler,0
Ürün 15 inç olarak geldi iade ettim ,0
15 6 inç Yazan Bilgisayar 15 inç olarak geldi  Ýade ettim ,0
Laptop elinize geldiðimde boþuna açmaya uðraþmayýn extradan 1 000 lira para verip Windows almanýz gerekiyor Onu bile paraya dökmüþler Resmen Rezalet ,0
Alalý 2 ay oldu  Oyunlarda  nesiliz vb platformlarda sýfýr sýkýntý kasmadan donmadan keyfinizi yaþayabilirsiniz   Ama yýldýzlarla belirttiðim gibi bataryasý bana göre kötü  Satarken 6-7 saat batarya süresi olarak yazmakta ama googlede gezerken %100den max 3 saat þarjý gitti  Oyun oynarken 25 dakikada %70 azalma mevcut  Aldýðým ürün 16gb ramliydi  Kutu açýk ve kendileri bantlamýþ bir þekilde gönderim saðladý  Bir sorun olduðunu düþünüyorum ve servisine gönderim saðladým ,0
Ürün gayet güzel ama satýcý maalesef berbat kesinlikle bu satýcýdan almayýn kargolama çok kötü ve ürün özelliklerinde 2x8Gb toplamda 16Gb ram olduðu söylendi satýcý tarafýndan ama bana gelen bilgisayarda 1x16GB ram vardý yanlýþ bilgi veriyorlar kesinlikle tavsiye etmiyorum gidin baþka satýcýdan alýn  ,0
Ürün evime geldi windowsu kurdum sürekli yeniden baþlatýyor hatasýz bir þekilde sonra no bootable device hatasý veriyor ,0
Windows kurmak çok zor kurulum yapmak için 7 saat uðraþtým tek sýkýntýsý o fanlar muhteþem gen4 ssd var baya iyi hýzlý Ram tek slot geldi bir de sýkýntý o,0
Kesinlikle almayýn  sýfýr ürünün anakartý sorunlu çýktý 1 aydýr serviste ve parça yok,0
Çöp diyebilirim  Þarj ederken bile 50 dereceye çýkýyor  Ürünü hemen iade ettim ayný gün  Asusun yüz karasý tuf serisi,0
Kalitesi en düþük ürünlerden hiçbir farký yok  Ürün çin malý tabletlerden bile daha kalitesiz  Dell gibi markalarýn yanýna yaklaþamaz  Asus markasýnýn bu kadar kalitesiz bir ürün üreteceðini hiç düþünmezdim  Arýzalý çýktý ve deðiþim için müþteri hizmetleriyle görüþerek gönderdim  Onlar da sað olsunlar ürünü iade yaparak  bu arada ürüne gelen zamlardan dolayý beni 1000TL zarara uðrattýlar  Tekrar aradým kayýt oluþturdular ama çözüm olacak þekilde bir tavýrlarý yoktu  Kýsacasý ne Hepsiburada ya ne de Asus a bu durumu yakýþtýramadým  Bir süre önce hiç haketmediðim halde hepsipay hesabýmý kapatmalarý da tuzu biberi oldu  Premium üyeliðimin hiçbir iþe yaramadýðýný fark edip sonlandýrdým  25 gündür halen bilgisayarý kullanamadým  Aklý olan herkes  çözüm odaklý muhatabý olan yerlere baksýn,0
Ürün elime yanlýþ geldi  ürünü deðiþtireceðiz dediler ne zaman bilmiyorum  Beni çok maðdur ettiler  Hiç memnun deðilim  Hepsiburadan beklemezdim ,0
Format atarken ssd yi görmüyor  Asus destek videolarýný izleyerek çözdüm  Kargo çok yavaþtý onun dýþýnda fiyat performans ürünü hafýza ve ram i artýrabiliyorsunuz,0
Ürün aldýk ancak birtürü eindows kurulu mu yapamadýk  Biraz uðraþtýrýcý,0
Hiç beðenmedim  Windows yok  Kurulum yok  Hiç beðenmedim  Almasaydim    ,0
Batarya iþi sýkýntý  Evet bir saat belki þarja takýlmadan kullanýlýyor ama aþýrý derece ýsýnýyor AutoCAD mimarlik programý kullanýldýðýnda  Sözde gaming ama oyunlarda da çok fazla ýsiniyor,0
Laptop un klavyesinin tam orta bölümü biraz yukarý kalkýk tuþlar içerde gibi Bu normalde herkezde mi böyle sadece benim aldýðým leptop da mý böyle bunu öðreneceðim eðer sadece benim aldýðým leptop da böyleyse iade edeceðim Ve þarjý inanýlmaz çabuk bitiyor sürekli prizde oynamanýz gerekiyor,0
Batarya veya gönderdikleri þarj aleti gayet kötü laptop habire ýsýnýyor  Nasýl gaming anlamadým yani ben mimarlýk okuyorum o yüzden aldým ama mimari programlarý açarken kasýyor hemde ciddi ciddi kasýyor oyunlarda da kasýyor yani anlamadým 29 k lik laptop ama yani o kadar da iyi deðil ben þahsen memnun deðilim  Herkese hayýrlý günler,0
Fiyat konusundaki tututarlýlýðýnýz akaryakýt fiyatýyla yarýþýr cinste,0
Ürün sol orta kýsmýnda kýrmýzý ölü pixeller bulunmakta iade deðiþim talep ettim,0
Üst kapaðý çizik geldi,0
Ürünün garantisi 4 ay önce baþlamýþ,0
Ubuntu iþletim sistemi gerçekten çok kötü bilgisi olmayanlar ubuntu iþletim sistemi almasýn  Yaklaþýk 2 gündür çözmeye çalýþýyorum ama maalesef dell genel servisinden tam çözüm alamadým  2 gündür laptop ý kulllanamadik böyle devam eder ve çözüm bulunmazsa mennuniyetsizligimizi her yerde paylaþacaðým ,0
Ürünün sarjý 18 saat gidiyor diye macbook pro M1'den geçiþ yaptým  2 senelik macbook pro'mun sarjý daha iyi gidiyordu  Günlük sadece office programlarý kullanýyorum ,0
Benim gibi yýllarca Windows kullanmýþ biri olarak kesinlikle +40 yaþ üzerine tavsiye etmem bilgisayar kullanimizi sil baþtan yapmanýz gerekiyor  Windows daki kisa yollardan tutunda market harici uygulama yükleme ve o uygulamayý kaldýrmaya kadar bir sürü týrý výrý  O kadar karýþýk bir sistemki insanlar bir sürü video çekmiþler kullanýmý ile alakalý  Bu videolarýn çokluðu bile aslýnda kullanýmda sistemin ne kadar zor olduðunu anlýyorsunuz bu dediklerim en baþta söylediðim gibi uzun yýllar Windows alýþkanlýðýndan dolayý  Ama Apple farklý olmak adýna bir sürü þey i zorlastirmis hatta magic mouse u incelediðiniz zaman anlarsýnýz sarj yerini mouse'un altýna koymuþlar resmen insanlarýn aklý ile dalga geçiyorlar  Kýsaca sadece pazarlama üzerine insanlarý iyi yonlendiriyorlar  Ve hak ettiðinden çok daha fazla bir rakama satýlýyor ,0
Ürün fiyatý çok pahalý almayýn gereksiz yere paranýzý israf etmiþ olursunuz ,0
Ürün güzel ama ürünün garantisi 6 ay önce baþlamýþ ??,0
Ürün prize takýlý iken ekranda elektrik gerilimi oluyor  Elinizle hissediyorsunuz  Prizden çekince sýkýntý yok  Sanýrým kaçak var  Þu an problem yaratmýyor ancak ileriki günlerde garantiye gitmesi gerekebilir,0
Ürün gayet iyi paketlenmiþ fakat ekraný teknik arýzalý geldi o yüzden iade ettim baþka bir tane almayý düþünüyorum ürün gayet iyi herkese tavsiye ederim iade ederken sorun çýkmadý,0
Ürünü ikinci kez aldým  Ayný satýcýdan aldým  Ýlk üründe hoparlörde temassýzlýk ve ekranda ýþýk sýzmasý vardý  Ýkinci aldýðým bilgisayarda hoparlör problemi yok ýþýk sýzmasý daha az geldi  Ancak hala uðraþmama raðmen klavyedeki problemi çözemedim  Ýade sürem de dolduðu için iade edemedim  Þuanda klavyede biþeyler yazarken kanser oluyorum her seferinde  Muhtemelen üründe genel olarak problem var  Bluetooth bir türlü açamadým mesela  Ya da wireless kafasýna göre çalýþýyor gibi hissediyorum  Üründen memnun deðilim  Bir süre kullanýp satýp Macbook Pro'ya geçeceðim ,0
Üründe arada kendi kendine donup kalma problemi vardý  Ýlk aldýðýmda çok sýk olmakla birlikte kullandýkça geçti (günde maximum 1 saat sosyal medya ve office programlarý amaçlý kullanýyorum)  Donduðu zaman kapatýp açmanýz gerekiyor  Oyun performansý ise bu sekmentte ki bir laptop dan beklentileri karþýlayacak kadar diyebilirim süper deðil berbat da deðil ,0
Elime ulaþtýðýnda kutuda kocaman bir yýrtýk vardý ve bilgisayar valorant oynarken donuyor sürekli saçma sapan bir olay anlayamadým tat alamadým bir türlü aldýðým maldan,0
Ekranda ýþýk sýzmasý var görüntü kalitesinde sýkýntý var hdm ile televizyona baðlandýðýmda verdiði kalite kötü sanki 480p de izliyormuþ gibi oluyor ekrandan ýþýk sýzmasý olduðu fazla beðenmedim oyunlarda baþarýlý volarantta kasmadan oynabilirsiniz internetiniz iyi ise güzel iþ çýkarýr ben volarant oynadýðýnda telefon mobil verisi ile oynamýþtým bu konuda beðendim,0
"Sýradan sayayým, - Þarjý emiyo resmen çok hýzlý bitiyor  - Çok ýsýnýyor  - Hafýza 512 yetersiz ",0
Kötü  kötü çok kötü  Aldým alalý bir gün gün yüzü göremedim bu bilgisayarda  Ya mavi ekran veriyor  ya siyah ekran veriyor ya da WiFi durduk yere kayboluyor  Bu olaylarý yaþarken de arka planda tek bir uygulama açýk oluyor oda web tarayýcýsý  Bilgisayarý yoracak hiçbir þey kullanmama raðmen    Bu bilgisayarý forumlarda araþtýrýn alan herkes bu tür durumlardan þikayetçi  Madem kronik bir sýkýntýsý var neden hala satýþta bu bilgisayar?,0
Ürünü ilk aldýðým günden bu yana anlýk donma gibi sorunlar yaþattý  Ýnternette araþtýrdýðýmda bir çok rog strix kullanýcýsý ayný durumdan muzdarip  Ses sistemi kaliteli deðil  sürekli bir tiz sesi geliyor  Oyunlarda ve filmlerde rahatsýz ediyor  Yorumlara bakarak aldým ancak hata yaptýðýmý sonradan fark ettim  Belki benim þansýma da sorunlu ürün gelmiþ ancak riske atmamanýz açýsýndan ürünü satýn almanýzý tavsiye etmiyorum ,0
Bilgisayarým geldiðinde kurulum yaptým kapatacakken ekranda bir renk karmaþasý vardý  Siyah ekranda belli olan sanki daha önceden darbe almýþ sonra da bana yollanmýþ gibiydi  2  El olarak gönderildiði düþüncesindeyim  Ýade ya da deðiþim için gönderdim   Umarým Asus Türkiye'ye iletilir bu yorumum   Güvenerek aldýðým ürünün böyle maðdur etmesini beklemezdim  Süreç hýzlandýrýlýrsa sevinirim  ????,0
ürün arýzalý çýktý þimdi hiç kullanmadan garantiye göndermem gerektiðini söylediler yazýk verilen paraya kargo ile servis ile uðraþýyorum,0
Ürünün kamerasý yok  bunu alýrken deðerlendirin  Üründe ýþýk sýzmalarý mevcuttu  garantisi 3 ay önceden baþlamýþtý  Ram single channel olduðu için ise bilgisayar o kadar iyi performans vermiyor  Bunlarýn yanýnda satýcý iade konusunda sorun yaratabilecek bir firma  Amatör ,0
Üründe belirli periyotlarda klasik bir donma problemi var basit iþlemler yaparken mesela internette gezinirken aniden bilgisayar donuyor hiç bir iþlem yapamýyorsunuz yeniden kapatýp açmanýz gerekiyor internette araþtýrýn asus rog freeze veya asus rog donma problemi yazýn bu konuda birsürü þikayet bulursunuz ,0
Windows yüklemek için biosa girdim 4-5 dk içinde batarya %99 dan %88 ze düþtü daha PC yi kullanmaya baþlamadým bide,0
Berbat,0
ÜRÜNÜM BOZUK GELDÝ   Güç tuþuna basýyorum açýlmýyor ,0
Ürün þarj almayan bir þekilde geldi  Açýklama olarak da bazý ürünlerde böyle olabiliyor  Gidin Apple servisinde deðiþtirin dendi  Riske atýlacak bir alýþveriþ olduðunu düþünmüyorum  Bu þekilde ürün geldiðinde batarya kilitli oluyormuþ ve bu depoda beklediði için oluyormuþ  Ne kadar þarjda durursa dursun %1’i geçmeyen bir Macbook sahibi olmak istiyorsanýz alabilirsiniz ,0
Hýzlý ulaþým için teþekkür ederim  pil almiyor arizali geldi  üzgünüm,0
üründe statik elektrik kaçaðý var   Netten de araþtýrdým kronik problemi olduðu yazýyor  Þarj cihazýnda topraklama kýsmýný bulunmadýðýndan ötürü bu kaçak oluþuyormuþ  Klavye üstü ve pc ekranýnýn arka tarafýnda daha çok hissediliyor ve karýncalanma hissi veriyor  Aþýrý rahatsýz edici bir durum bu kadar para verilen bir üründe olmamasý lazým bir süre sonra dayanýlmaz bir hal alýyor  Ýade edeceðim !!!!,0
Ýlk ürün arýzalý geldi iade ettim ikincisi geldiðinde çalýþýyordu çok da iyiydi özellikler ekran kalitesi eþsizdi fakat 1 hafta dolmadan ekranda çizgiler oluþtu titremeler baþladý ürünü iade etmek zorunda kaldým keþke sorun çýkmasaydý da kullanmaya devam etseydim ekrandaki sorunu çözerler ise bulunmaz bir ekran kalitesi var hepsi burada sonuna kadar malýnýn arkasýnda duruyor özellikle teþekkür ediyorum çok yardýmcý oldular þansýnýza ürün saðlam çýkarsa çok keyifli bir bilgisayar ,0
3  ayýnda ekran bozuldu  1 aydýr arada çizgiler çýkýyordu video izlerken  Bugün itibariyle hiç çalýþmýyor  Geldiðinde tuþunda çizik vardý nasýl bi sýfýr üründü bilmiyorum  Ama acil ihtiyacýmýz olduðu için uðraþamadýk iade deðiþim süreciyle  Zaten saçma bir deðiþim ve iade süreci belirttiler aldýðým sýfýr üründe çizik çýkmasý normalmiþ gibi    ALMAYIN !!!,0
Ekim ayýnda almýþtým deðerlendirme yapmayý unutmuþum ürünü aldýðýmda bir sorun yok gibi duruyordu sonra renk bozulmalarý uygulamalarda titreme ekranda bozulma vs olmaya baþladý 1 kere servise yolladým geri döndü ama sonra tekrar hatalar devam etti ben tekrar servise iade talebiyle yolladým rapor verilip iade edildi bir daha Asus almam ayrýca þarji çok kötü aðýrlýk bir tarafa verildiði için cabuk kýrýlýyor tercih etmem bundan sonraki bilgisayarým MSI güzel çalýþýyor bakalým,0
Arkadaþlar oled ekranlý bu laptoptan uzak durun  Ürünü aldýðýmýz 2 inci günü burning problemi yaþadýk Servise iki kere götürdük adamlar test ediyor bir sýkýntý yok diyor baþka test açýyým dedim yok biz o testi kabul etmiyoruz diyor þaka gibi ekranýn ortasýndaki kare ve alttaki çizginin normal olduðunu söylüyorlar Müþteri hizmetleride çözüm bulmuyor  Yani siz siz olun uzun süre kullanacaðýnýz bir laptop alacaksanýz bu laptopu yarý fiyatýna verseler almayýn ,0
Ürünü aldýktan 3 hafta sonra ekranda problem yaþadým bir kez servise gitti daha sonra yine ekranda titreme olmaya baþladý iade ettim Ayrýca klavyesi renk seçiminden dolayý gözükmüyor Kesinlikle tavsiye etmiyorum ,0
BOZUK ÜRÜN GÖNDERMÝÞLER RESSSMEN!!! TEÞHÝR ÜRÜNÜ MÜDÜR NEDÝR BELLÝ DEÐÝL  EKRANI BOZUK! ESKÝ ZAMAN TELEVÝZYONLARI GÝBÝ SÝYAH SARI ÇÝZGÝLER YUKARDAN AÞAÐI ÝNÝP DURUYOR ARA ARA  VE EKRANDAKÝ YAZILAR TÝTRÝYO BÝRBÝRÝNÝN ÝÇÝNE GEÇÝYO VS VS  OYSAKÝ ÇOK BEÐENEREK HEVESLE ALMIÞTIM!!!  ,0
Ekranda durduk yere kararmalar oluyor  Servis bile çözmedi,0
Aldýðýmdan beridir ekran görüntüsü kaybý ve takýlmalarýyla uðraþýyorum  Servise gitti ama servis çözüm olmadý,0
ürünü bir buçuk aydýr kullanýyorum þarj aleti takýlýyken bilgisayarý kullanamýyorsunuz aþýrý fan sesi geliyor ýsýnýyor kesinlikle tavsiye etmiyorum sakýn almayýn,0
sýfýr ürün alýyorsunuz kurulum için ssd yüklenmesi lazým hata veriyor 5 kere teknik destek alýyorsunuz onlarýn yönlendirdiði ssd kurulumu intel  cihazýn icinde micron ssd var bunu söylüyoruz cihazýn içinde ne ssd olduðu önemli deðil deniyor o zaman neden içindeki ssdnin kurulumunu saðlayacak driver ý vermiyorsunuz akýllara cihazýn kullanýlmýþ olduðu veya ssd nin deðiþtirilmiþ olduðu geliyor  cihazýn teknik servise gönderilmesi isteniyor deðiþim veya iade için bide bunu bekleyeceðiz ,0
Laptop oyun harici her þey için çok iyi de keþke pili bozuk gelmeseydi  teknik servisle uðraþmasaydýk alýr almaz ,0
Ürünü aldým  memnun kalmayýp iade edeyim dedim  bir haftayý geçti ama hala iade talebim sonuçlanmadý  Alacaklar iyi düþünsün ,0
Bu fiyata harika,0
